date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:06:27	9059/9059	---M-Z	200	added ('OK')	text/html	etag:%222363-62e984c66448b-gzip%22	http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/qr.html	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/qr.html	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dashboard.html)
21:06:27	11945/11945	---M-Z	200	added ('OK')	text/html	etag:%222ea9-62e984c66448b-gzip%22	http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/more.html	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/more.html	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dashboard.html)
21:06:27	274/274	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Feb%202025%2020:06:27%20GMT	http://51.77.48.159/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dashboard.html)
21:06:28	16821/16821	---M-Z	200	added ('OK')	text/css	etag:%2241b5-62537daa5ec80-gzip%22	http://51.77.48.159/dowod_files/main.css	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/main.css	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:28	6834/6834	---M-Z	200	added ('OK')	text/css	etag:%221ab2-627d7c7b14780-gzip%22	http://51.77.48.159/css/dowodnowy.css	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/css/dowodnowy.css	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:28	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/mobywatelson/code.jquery.com/jquery-3.6.0.min.js	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:29	1056/1056	---M-Z	200	added ('OK')	text/javascript	etag:%22420-627d57550a280-gzip%22	http://51.77.48.159/dowod_files/timenew.js	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/timenew.js	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:30	2651/2651	---M--	200	added ('OK')	image/png	etag:%22a5b-624fda6524800%22	http://51.77.48.159/dowod_files/checkbo.png	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/checkbo.png	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:31	3094/3094	---M--	200	added ('OK')	image/png	etag:%22c16-62537da4a5f00%22	http://51.77.48.159/dowod_files/card.png	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/card.png	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:31	274/274	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Feb%202025%2020:06:31%20GMT	http://51.77.48.159/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta3/css/all.min.css	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta3/css/all.min.css	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:32	3829/3829	---M--	200	added ('OK')	image/png	etag:%22ef5-627d5f0b25400%22	http://51.77.48.159/dowod_files/kosz.png	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/kosz.png	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:32	649/649	---M-Z	200	added ('OK')	text/javascript	etag:%22289-62537dab52ec0-gzip%22	http://51.77.48.159/dowod_files/rozwijka.js	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/rozwijka.js	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:32	28860/28860	---M--	200	added ('OK')	image/png	etag:%2270bc-62e984c66448b%22	http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/zdjecie.png	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/zdjecie.png	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:33	798/798	---M-Z	200	added ('OK')	text/javascript	etag:%2231e-62537dac47100-gzip%22	http://51.77.48.159/dowod_files/wybor.js	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/wybor.js	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:33	704/704	---M-Z	200	added ('OK')	text/javascript	etag:%222c0-62537dab52ec0-gzip%22	http://51.77.48.159/dowod_files/scale.js	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/scale.js	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:06:34	8695/8695	---M--	200	added ('OK')	image/png	etag:%2221f7-627b1d78869c0%22	http://51.77.48.159/images/wybory.png	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/images/wybory.png	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/services.html)
21:06:35	8117/8117	---M--	200	added ('OK')	image/png	etag:%221fb5-627b1d9246680%22	http://51.77.48.159/images/recepta.png	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/images/recepta.png	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/services.html)
21:06:35	2635/2635	---M--	200	added ('OK')	image/png	etag:%22a4b-627b1b35a5400%22	http://51.77.48.159/images/powodz.png	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/images/powodz.png	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/services.html)
21:07:16	252191/252191	---M--	200	added ('OK')	image/png	etag:%223d91f-624fda95c7ac0%22	http://51.77.48.159/dowod_files/warstwa_1.png	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/warstwa_1.png	(from http://51.77.48.159/css/dowodnowy.css)
21:07:37	425624/425624	---M--	200	added ('OK')	image/png	etag:%2267e98-627d7c7096ec0%22	http://51.77.48.159/dowod_files/warstwa_2.png	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/warstwa_2.png	(from http://51.77.48.159/css/dowodnowy.css)
21:07:38	483005/483005	---M--	200	added ('OK')	image/gif	etag:%2275ebd-62537da876800%22	http://51.77.48.159/dowod_files/flaga.gif	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/flaga.gif	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
21:07:54	880119/880119	---M--	200	added ('OK')	image/gif	etag:%22d6df7-62537da876800%22	http://51.77.48.159/dowod_files/godlo.gif	C:/My%20Web%20Sites/mobywatelson/51.77.48.159/dowod_files/godlo.gif	(from http://51.77.48.159/demObywatel_Jacob_test_gT9U2vWwCB/dowodnowy.html)
